ParliamentNumber,SessionNumber,DecisionEventDateTime,DecisionDivisionNumber,PersonShortSalutation,ConstituencyName,VoteValueName,PersonOfficialFirstName,PersonOfficialLastName,ConstituencyProvinceTerritoryName,CaucusShortName,IsVoteYea,IsVoteNay,IsVotePaired,DecisionResultName,PersonId
44,1,2022-03-24T18:13:00,47,Ms.,Terrebonne,Yea,Nathalie,Sinclair-Desgagné,Quebec,Bloc Québécois,true,false,false,Agreed To,110300
44,1,2022-03-24T18:13:00,47,Mr.,Burnaby South,Yea,Jagmeet,Singh,British Columbia,NDP,true,false,false,Agreed To,71588
44,1,2022-03-24T18:13:00,47,Mr.,Coast of Bays—Central—Notre Dame,Nay,Clifford,Small,Newfoundland and Labrador,Conservative,false,true,false,Agreed To,109867
44,1,2022-03-24T18:13:00,47,Mr.,Vaughan—Woodbridge,Yea,Francesco,Sorbara,Ontario,Liberal,true,false,false,Agreed To,88999
44,1,2022-03-24T18:13:00,47,Mr.,Yellowhead,Nay,Gerald,Soroka,Alberta,Conservative,false,true,false,Agreed To,105751
44,1,2022-03-24T18:13:00,47,Mr.,Mississauga—Lakeshore,Yea,Sven,Spengemann,Ontario,Liberal,true,false,false,Agreed To,88852
44,1,2022-03-24T18:13:00,47,Mr.,Regina—Lewvan,Nay,Warren,Steinley,Saskatchewan,Conservative,false,true,false,Agreed To,105581
44,1,2022-03-24T18:13:00,47,Mr.,Joliette,Yea,Gabriel,Ste-Marie,Quebec,Bloc Québécois,true,false,false,Agreed To,88485
44,1,2022-03-24T18:13:00,47,Mr.,Miramichi—Grand Lake,Nay,Jake,Stewart,New Brunswick,Conservative,false,true,false,Agreed To,109951
44,1,2022-03-24T18:13:00,47,Mrs.,Brome—Missisquoi,Yea,Pascale,St-Onge,Quebec,Liberal,true,false,false,Agreed To,110044
44,1,2022-03-24T18:13:00,47,Mr.,Chilliwack—Hope,Nay,Mark,Strahl,British Columbia,Conservative,false,true,false,Agreed To,71986
44,1,2022-03-24T18:13:00,47,Mrs.,Lakeland,Nay,Shannon,Stubbs,Alberta,Conservative,false,true,false,Agreed To,89198
44,1,2022-03-24T18:13:00,47,Mrs.,Kanata—Carleton,Yea,Jenna,Sudds,Ontario,Liberal,true,false,false,Agreed To,110459
44,1,2022-03-24T18:13:00,47,Ms.,Hamilton West—Ancaster—Dundas,Yea,Filomena,Tassi,Ontario,Liberal,true,false,false,Agreed To,88784
44,1,2022-03-24T18:13:00,47,Ms.,Aurora—Oak Ridges—Richmond Hill,Yea,Leah,Taylor Roy,Ontario,Liberal,true,false,false,Agreed To,105024
44,1,2022-03-24T18:13:00,47,Mr.,Montcalm,Yea,Luc,Thériault,Quebec,Bloc Québécois,true,false,false,Agreed To,88552
44,1,2022-03-24T18:13:00,47,Mr.,La Prairie,Yea,Alain,Therrien,Quebec,Bloc Québécois,true,false,false,Agreed To,104783
44,1,2022-03-24T18:13:00,47,Mrs.,Lethbridge,Nay,Rachael,Thomas,Alberta,Conservative,false,true,false,Agreed To,89200
44,1,2022-03-24T18:13:00,47,Ms.,St. John's East,Yea,Joanne,Thompson,Newfoundland and Labrador,Liberal,true,false,false,Agreed To,109877
44,1,2022-03-24T18:13:00,47,Mr.,Saskatoon—University,Nay,Corey,Tochor,Saskatchewan,Conservative,false,true,false,Agreed To,84882
44,1,2022-03-24T18:13:00,47,Mr.,Moose Jaw—Lake Centre—Lanigan,Nay,Fraser,Tolmie,Saskatchewan,Conservative,false,true,false,Agreed To,110800
44,1,2022-03-24T18:13:00,47,Mr.,Longueuil—Saint-Hubert,Yea,Denis,Trudel,Quebec,Bloc Québécois,true,false,false,Agreed To,88530
44,1,2022-03-24T18:13:00,47,Mr.,Whitby,Yea,Ryan,Turnbull,Ontario,Liberal,true,false,false,Agreed To,105480
44,1,2022-03-24T18:13:00,47,Mr.,Edmonton Mill Woods,Nay,Tim,Uppal,Alberta,Conservative,false,true,false,Agreed To,30645
44,1,2022-03-24T18:13:00,47,Mrs.,Mississauga—Streetsville,Yea,Rechie,Valdez,Ontario,Liberal,true,false,false,Agreed To,110538
44,1,2022-03-24T18:13:00,47,Mr.,Newmarket—Aurora,Yea,Tony,Van Bynen,Ontario,Liberal,true,false,false,Agreed To,105270
44,1,2022-03-24T18:13:00,47,Mr.,Milton,Yea,Adam,van Koeverden,Ontario,Liberal,true,false,false,Agreed To,105242
44,1,2022-03-24T18:13:00,47,Mr.,Langley—Aldergrove,Nay,Tako,Van Popta,British Columbia,Conservative,false,true,false,Agreed To,105811
44,1,2022-03-24T18:13:00,47,Mr.,Saint Boniface—Saint Vital,Yea,Dan,Vandal,Manitoba,Liberal,true,false,false,Agreed To,89045
44,1,2022-03-24T18:13:00,47,Ms.,Ottawa West—Nepean,Yea,Anita,Vandenbeld,Ontario,Liberal,true,false,false,Agreed To,71738
44,1,2022-03-24T18:13:00,47,Mrs.,Elgin—Middlesex—London,Nay,Karen,Vecchio,Ontario,Conservative,false,true,false,Agreed To,88742
44,1,2022-03-24T18:13:00,47,Mr.,Desnethé—Missinippi—Churchill River,Nay,Gary,Vidal,Saskatchewan,Conservative,false,true,false,Agreed To,105562
44,1,2022-03-24T18:13:00,47,Mrs.,Bellechasse—Les Etchemins—Lévis,Nay,Dominique,Vien,Quebec,Conservative,false,true,false,Agreed To,110009
44,1,2022-03-24T18:13:00,47,Mr.,Peace River—Westlock,Nay,Arnold,Viersen,Alberta,Conservative,false,true,false,Agreed To,89211
44,1,2022-03-24T18:13:00,47,Mrs.,Beauport—Limoilou,Yea,Julie,Vignola,Quebec,Bloc Québécois,true,false,false,Agreed To,104656
44,1,2022-03-24T18:13:00,47,Mr.,Trois-Rivières,Yea,René,Villemure,Quebec,Bloc Québécois,true,false,false,Agreed To,110306
44,1,2022-03-24T18:13:00,47,Mr.,Parkdale—High Park,Yea,Arif,Virani,Ontario,Liberal,true,false,false,Agreed To,88910
44,1,2022-03-24T18:13:00,47,Mr.,Mission—Matsqui—Fraser Canyon,Nay,Brad,Vis,British Columbia,Conservative,false,true,false,Agreed To,89289
44,1,2022-03-24T18:13:00,47,Mr.,Spadina—Fort York,Yea,Kevin,Vuong,Ontario,Independent,true,false,false,Agreed To,110654
44,1,2022-03-24T18:13:00,47,Mrs.,Yorkton—Melville,Nay,Cathay,Wagantall,Saskatchewan,Conservative,false,true,false,Agreed To,89098
44,1,2022-03-24T18:13:00,47,Mr.,Grande Prairie—Mackenzie,Nay,Chris,Warkentin,Alberta,Conservative,false,true,false,Agreed To,35886
44,1,2022-03-24T18:13:00,47,Mr.,Saskatoon—Grasswood,Nay,Kevin,Waugh,Saskatchewan,Conservative,false,true,false,Agreed To,89084
44,1,2022-03-24T18:13:00,47,Mr.,Calgary Confederation,Nay,Len,Webber,Alberta,Conservative,false,true,false,Agreed To,89116
44,1,2022-03-24T18:13:00,47,Mr.,West Vancouver—Sunshine Coast—Sea to Sky Country,Yea,Patrick,Weiler,British Columbia,Liberal,true,false,false,Agreed To,105918
44,1,2022-03-24T18:13:00,47,Mr.,Bay of Quinte,Nay,Ryan,Williams,Ontario,Conservative,false,true,false,Agreed To,110330
44,1,2022-03-24T18:13:00,47,Mr.,New Brunswick Southwest,Nay,John,Williamson,New Brunswick,Conservative,false,true,false,Agreed To,71323
44,1,2022-03-24T18:13:00,47,Ms.,Scarborough—Agincourt,Yea,Jean,Yip,Ontario,Liberal,true,false,false,Agreed To,98747
44,1,2022-03-24T18:13:00,47,Mrs.,Scarborough Centre,Yea,Salma,Zahid,Ontario,Liberal,true,false,false,Agreed To,88950
44,1,2022-03-24T18:13:00,47,Ms.,Port Moody—Coquitlam,Yea,Bonita,Zarrillo,British Columbia,NDP,true,false,false,Agreed To,105837
44,1,2022-03-24T18:13:00,47,Mr.,Prince George—Peace River—Northern Rockies,Nay,Bob,Zimmer,British Columbia,Conservative,false,true,false,Agreed To,72035
44,1,2022-03-24T18:13:00,47,Mr.,Pierrefonds—Dollard,Yea,Sameer,Zuberi,Quebec,Liberal,true,false,false,Agreed To,54157
